Agent Name,Address,District,City,Latitude,Longitude
MA PHARMACY AND ABDULLAH LIBRARY,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
Bismillah Telecom,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
ASHIM LAUNDRY,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
Najrul Store And Confectionery,Nalbunia- স্বরণখোলা- বাংলাদেশ,নালবুনিয়া,স্বরণখোলা,22.35144,89.81963
Arzu Machineries And Cycle Store,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79148,89.87604
VHAI VHAI STORE,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
New Vhai Vhai Telecom,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
Khadiza Telecom And Servicing,Jatrapur- বাগেরহাট সদর- বাংলাদেশ,যাত্রাপুর,বাগেরহাট সদর,22.72263,89.74719
Labiba Store,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
S M K K ENTERPRISE LIMITED,Dasani- বাগেরহাট- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.66038,89.76628
M/S Sadia Bostro Biponi,Tafalbari Bazar- Z7719- স্বরণখোলা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.26376,89.8299
Shadin Enterprise,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
NAHID TELECOM,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
M/S BISMILLAH RECHARGE ZONE,Jatrapur Bazar Main Road- বাগেরহাট সদর- বাংলাদেশ,ওল্ড ভাইরাব,বাগেরহাট সদর,22.71556,89.75955
BAGERHAT DRUGS,Magra- বাগেরহাট সদর- বাংলাদেশ,মাগরা,বাগেরহাট সদর,22.67374,89.73342
Modina Telecom-3,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79148,89.87604
M/S Hayder Traders And Telecom,Dargar More- বাগেরহাট- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6649,89.75859
Ayan Telecom,Piljanga- ফকিরহাট- বাংলাদেশ,পিলগঞ্জ,ফকিরহাট,22.72498,89.66153
Howlader Enterprise,Jatrapur- বাগেরহাট সদর- বাংলাদেশ,যাত্রাপুর,বাগেরহাট সদর,22.72263,89.74719
Khondoker Store,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
SHOFIK TELECOM,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
GOOD LUCK TELECOM,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
PANTCH GAOW DIGITAL STUDIO,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Rezaul Telecom,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
Mollik Store,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Kazi Pharmacy,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
Jakir Store,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
J H B Telecom,বাগেরহাট সদর- খুলনা- বাংলাদেশ,বাগেরহাট সদর,বাগেরহাট সদর,22.69637,89.75962
Oni Medicine Point,Jatrapur- বাগেরহাট সদর- বাংলাদেশ,যাত্রাপুর,বাগেরহাট সদর,22.72263,89.74719
Pollob Electronics,Digraj- মংলা- বাংলাদেশ,দিগরাজ,মংলা,22.53288,89.59026
GUN GUN ENTERPRISE,Sadar Road- বাগেরহাট সদর- বাংলাদেশ,বাগেরহাট সদর,বাগেরহাট সদর,22.71447,89.8452
Bristy Store,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Mishuk Telecom,Mansa- ফকিরহাট- বাংলাদেশ,মনসা,ফকিরহাট,22.78719,89.67835
Student Store,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.65836,89.77065
Adrita Export Import,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
M/S Akhi Store,বাগেরহাট সদর- খুলনা- বাংলাদেশ,বাগেরহাট সদর,বাগেরহাট সদর,22.69637,89.75962
BHAI BHAI STORE,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
JEHAD TELECOM,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
BABU STORE,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
MAJUMDER STORE,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Star Electronics And Computer,Jatrapur- বাগেরহাট সদর- বাংলাদেশ,যাত্রাপুর,বাগেরহাট সদর,22.72263,89.74719
Vai Vai Varities Store,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79148,89.87604
Maa Enterprise,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
Fahad Store,মোল্লাহাট- খুলনা- বাংলাদেশ,মোল্লাহাট,মোল্লাহাট,22.88987,89.77417
Salim Store,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
M/S Nusrat Enterprise,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79148,89.87604
N Hasan Mobile And Tv Shop,Barabaria- চিতলমারী- বাংলাদেশ,বড়বাড়িয়া,চিতলমারী,22.85078,89.86767
BHAI BHAI PHARMACY AND TELECOM,Nalbunia- স্বরণখোলা- বাংলাদেশ,নালবুনিয়া,স্বরণখোলা,22.35144,89.81963
Vai Vai Medical Hall,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Rasel Varieties Dokan,Raenda- স্বরণখোলা- বাংলাদেশ,রায়েন্দা,স্বরণখোলা,22.29992,89.84794
MAHI TELECOM,মংলা- খুলনা- বাংলাদেশ,মংলা,মংলা,22.47071,89.60319
Siddik Library,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
Bhai Bhai Store,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
Bismillah Electric,Gangni- মোল্লাহাট- বাংলাদেশ,গাংগাই,মোল্লাহাট,22.8576,89.75573
Ms Naima Medical Hall,College Road- বাগেরহাট সদর- বাংলাদেশ,শিয়ালকাঠি,বাগেরহাট সদর,22.70262,89.84244
MOLLA STORE,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
Varieties Store And Confectionary,বাগেরহাট সদর- খুলনা- বাংলাদেশ,বাগেরহাট সদর,বাগেরহাট সদর,22.69637,89.75962
M/S Sadia Enterprise,বাগেরহাট সদর- খুলনা- বাংলাদেশ,বাগেরহাট সদর,বাগেরহাট সদর,22.69637,89.75962
Maa Electronics House,Raenda- স্বরণখোলা- বাংলাদেশ,রায়েন্দা,স্বরণখোলা,22.29992,89.84794
Shikha Anerban Telecom,School Market- Thana Road- রামু- বাংলাদেশ,রামু,রামু,21.42985,92.10412
SHADIN TELECOM,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
Rony Electronics And Studio,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
FARID STORE,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
GANGNI UNION DIGITAL CENTER,Gangni- মোল্লাহাট- বাংলাদেশ,গাংগাই,মোল্লাহাট,22.8576,89.75573
Qudrati Pharmacy,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
Vai Vai Traders,Baruipara- বাগেরহাট সদর- বাংলাদেশ,বারুইপাড়া,বাগেরহাট সদর,22.77999,89.7844
S K Telecom,রামপাল- খুলনা- বাংলাদেশ,রামপাল,রামপাল,22.58227,89.66661
Nayem Store,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
M/S Ma Fish Feed,Putikhali- মোড়লগঞ্জ- বাংলাদেশ,মোড়লগঞ্জ,মোড়লগঞ্জ,22.53418,89.86831
TAMANNA TELECOM,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.65836,89.77065
Mayer Doa Photostat,মোড়েলগঞ্জ- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,মোড়েলগঞ্জ,মোড়লগঞ্জ,22.45366,89.84988
Ms Tasmiya Telecom,বাগেরহাট- খুলনা- বাংলাদেশ,বাগেরহাট,বাগেরহাট,22.6579,89.77002
ANIS TELECOM,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
Tamim Store,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
Mizan Store,College Road- বাগেরহাট সদর- বাংলাদেশ,শিয়ালকাঠি,বাগেরহাট সদর,22.70262,89.84244
Sotota Photocopy And Varietis Store,ফকিরহাট- খুলনা- বাংলাদেশ,ফকিরহাট,ফকিরহাট,22.77442,89.71553
Aminul Store,Bager Hat- মোড়লগঞ্জ- খুলনা- বাংলাদেশ,Bager Hat,মোড়লগঞ্জ,22.57244,89.95683
VAI VAI TELECOM,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79184,89.87692
Eva Telecom,স্বরণখোলা- খুলনা- বাংলাদেশ,স্বরণখোলা,স্বরণখোলা,22.31333,89.84862
Farhan Telecom,চিতলমারী- খুলনা- বাংলাদেশ,চিতলমারী,চিতলমারী,22.79148,89.87604
Pollob Electronics,Digraj- মংলা- বাংলাদেশ,দিগরাজ,মংলা,22.53288,89.59026
